academic_period_encoded,is_exam_period,days_since_semester_start,sin_day,cos_day,sin_week,cos_week,temperature_2m_mean,pm2_5_mean,precipitation_sum,wind_speed_10m_mean,temperature_range,heat_humidity_index,pollution_respiratory_risk,temp_fever_risk,cold_weather_stress,respiratory_digestive_interaction,pain_fever_interaction,total_symptom_load,symptom_diversity,respiratory_dominance,visit_count_lag_1,visit_count_lag_3,visit_count_lag_7,visit_count_lag_14,respiratory_count_lag_1,respiratory_count_lag_3,respiratory_count_lag_7,respiratory_count_lag_14,fever_count_lag_1,fever_count_lag_3,fever_count_lag_7,fever_count_lag_14,visit_count_rolling_3d,visit_count_rolling_7d,visit_count_rolling_30d,respiratory_count_rolling_std_3d,target,date
2,False,47,-0.9721181966290612,-0.2344913895704105,-0.9749279121818236,-0.2225209339563146,26.595001,18.93,26.0,3.9596548,8.549999000000003,23.18007388584515,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.75,1.75,0.0,0.0,2022-09-17
2,False,48,-0.9760105506323682,-0.2177232303965322,-0.7818314824680299,0.6234898018587334,26.080414,12.66,30.5,3.3225276,8.549999,23.3270447090678,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.0,2022-09-18
2,False,49,-0.97961369164549,-0.2008905551306352,0.0,1.0,25.903334,12.56,9.900001,4.2370033,8.100000000000001,22.9297452314696,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667,0.0,0.0,2022-09-19
2,False,50,-0.9829265519799822,-0.1839983516576798,0.7818314824680298,0.6234898018587336,25.515833,8.52,16.0,3.2727544,8.5,22.5419218385172,8.52,0.0,0.0,1.0,0.0,2.0,2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.2857142857142858,1.2857142857142858,0.5773502691896258,2.0,2022-09-20
2,False,51,-0.9859481499638304,-0.1670516255021195,0.9749279121818236,-0.2225209339563143,26.013754,5.9,2.3999999,4.138143,7.550000000000001,21.7558929824158,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.4285714285714285,1.25,0.5773502691896258,1.0,2022-09-21
2,False,52,-0.9886775902323404,-0.1500553983446526,0.4338837391175582,-0.900968867902419,26.661667,7.89,0.90000004,7.1134925,8.150001,20.4177125496026,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,1.1111111111111112,0.5773502691896258,0.0,2022-09-22
2,False,53,-0.9911140639934546,-0.1330147065341963,-0.433883739117558,-0.9009688679024191,25.669998,8.72,9.2,7.3416724,7.649999999999999,21.339456502401,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4285714285714285,1.0,0.0,0.0,2022-09-23
2,False,54,-0.9932568492674144,-0.1159345995955006,-0.9749279121818236,-0.2225209339563146,24.701248,9.4,57.8,9.476663,5.100000000000001,23.35219823292928,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.9090909090909092,0.0,0.0,2022-09-24
2,False,55,-0.9951053111006974,-0.0988201387328721,-0.7818314824680299,0.6234898018587334,25.317917,3.81,17.8,5.779011,6.449999000000002,23.3409066880542,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.8333333333333334,0.0,0.0,2022-09-25
2,False,56,-0.99665890175417,-0.0816763953304228,0.0,1.0,25.936666,6.57,14.0,3.7928572,7.850000000000001,23.2108248532307,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.7692307692307693,0.0,0.0,2022-09-26
2,False,57,-0.9979171608653922,-0.0645084494493162,0.7818314824680298,0.6234898018587336,25.71167,9.64,36.700005,4.602945,8.149999999999999,23.139263697506003,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.7857142857142857,0.0,1.0,2022-09-27
2,False,58,-0.9988797155850336,-0.0473213883224323,0.9749279121818236,-0.2225209339563143,25.655416,7.53,4.9,5.0893073,9.3,22.6330848492032,22.59,0.0,0.0,6.0,0.0,5.0,2,0.5,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.6666666666666667,0.7142857142857143,1.0,1.7320508075688772,4.0,2022-09-28
2,False,59,-0.9995462806873572,-0.0301203048469083,0.4338837391175582,-0.900968867902419,25.513748,6.14,13.400001,5.0754676,8.2,22.5307163030872,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8571428571428571,1.0,1.7320508075688772,1.0,2022-09-29
