year_week,week_start_date,academic_period,symptoms_combined,courses_list,avg_age,genders_list,week_start,week_end,visit_count,respiratory_count,digestive_count,pain_count,fever_count,other_count,student_visits,staff_visits,other_visits,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,sunshine_duration,pm2_5_mean,pm10_mean,ozone_mean,carbon_monoxide_mean,nitrogen_dioxide_mean,respiratory_risk_score,aqi_category,temperature_range,heat_humidity_index,is_rainy_week,is_hot_week,is_humid_week,is_high_pollution,is_very_high_pollution,weather_stress_score
2024-W23,2024-06-10,break,"body pain,toothache,body pain,body pain,dizziness,stomach ache,headache,lbm,stomach ache,hypertension,hematoma,lbm,runny nose,body pain,runny nose,lbm,headache,body pain,lbm","['ccsict', 'bapos', 'bapos', 'bse', 'beed', 'bshm', 'bapos', 'bsma', 'bshm', 'bsentrep', 'bshm', 'bshm', 'bscrim', 'bse', 'bscs', 'bsit', 'bsentrep']",20.46153846153846,"['Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",2024-06-10,2024-06-13,17.0,1.0,2.0,3.0,0.0,13.0,17.0,0.0,0.0,28.47,35.31,23.76,82.29,44.8,4.64,292317.63,16.34,23.69,52.56,209.03,3.83,0.0,moderate,11.55,23.427963000000002,True,True,True,False,False,3
2024-W24,2024-06-17,break,"dizziness,fever,malaise,hyperacidity,cough,fever,auri,dysmenorrhea","['bslm', 'bscrim', 'bscrim', 'bsba', 'bapos']",20.6,"['Female', 'Male', 'Female', 'Female', 'Female']",2024-06-18,2024-06-20,5.0,2.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,28.32,35.21,23.51,81.67,60.9,5.02,279016.36,7.75,11.37,34.1,154.83,3.25,0.0,good,11.7,23.128944,True,True,True,False,False,3
2024-W25,2024-06-24,break,,[],20.0,[],2024-06-24,2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.86,34.91,23.66,83.28,36.2,5.1,249603.97,7.79,11.62,35.69,151.64,3.22,0.0,good,11.249999999999996,23.201808,True,True,True,False,False,3
2024-W26,2024-07-01,break,,[],20.0,[],2024-07-01,2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71,33.91,23.56,83.3,35.3,4.55,265645.71,8.36,12.47,36.06,162.62,3.98,0.0,good,10.349999999999998,23.08243,True,True,True,False,False,3
2024-W27,2024-07-08,break,,[],20.0,[],2024-07-08,2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.44,34.26,23.26,85.09,93.6,4.72,261101.12,7.07,10.35,33.23,151.45,3.48,0.0,good,10.999999999999996,23.348696,True,True,True,False,False,3
2024-W28,2024-07-15,break,,[],20.0,[],2024-07-15,2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72,33.71,23.76,84.94,53.5,4.19,214856.23,6.61,9.85,32.69,146.74,3.5,0.0,good,9.95,23.545367999999996,True,True,True,False,False,3
2024-W29,2024-07-22,break,,[],20.0,[],2024-07-22,2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,34.46,23.81,82.78,108.8,8.94,131668.1,6.3,9.18,39.14,186.58,3.34,0.0,good,10.650000000000002,22.764499999999998,True,True,True,False,False,3
2024-W30,2024-07-29,break,,[],20.0,[],2024-07-29,2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91,33.36,23.41,86.56,88.7,4.46,276234.37,8.95,12.92,46.58,176.07,2.74,0.0,good,9.95,23.293296,True,True,True,False,False,3
2024-W31,2024-08-05,prelim,"cold,dizziness",['bscs'],21.0,['Female'],2024-08-07,2024-08-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.75,34.41,22.56,83.77,49.8,4.37,286380.64,9.06,13.35,47.46,178.31,2.81,0.0,good,11.849999999999998,23.246175,True,True,True,False,False,3
2024-W32,2024-08-12,prelim,"auri,abrasion,dizziness,cold,fever,allergy,fever,cold,cough,dizziness,cough,cough,hyperacidity,dizziness,headache,headache,abrasion,lbm,cold,cold,headache,stomach ache,stomach ache","['bscrim', 'bsit', 'bsit', 'bapos', 'bsit', 'bsentrep', 'bsit', 'bsit', 'bse', 'bscs', 'bscrim', 'bat', 'bsit', 'bse', 'bshm', 'bshm', 'bshm']",19.058823529411764,"['Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Male', 'Male', 'Female', 'Male', 'Male', 'Female', 'Male', 'Male']",2024-08-12,2024-08-15,19.0,3.0,3.0,1.0,1.0,15.0,17.0,0.0,0.0,27.83,34.76,23.96,85.65,108.4,4.1,278533.52,8.35,12.46,46.56,179.83,2.93,0.0,good,10.799999999999997,23.836395,True,True,True,False,False,3
2024-W33,2024-08-19,prelim,"lbm,epigastric pain,hyperacidity,hyperacidity,epigastric pain,hematoma,auri,cold,headache,lbm,lbm,stomach ache,auri,dysmenorrhea,auri,cold,dizziness,hyperacidity,cold,vomiting,auri,dysmenorrhea,body pain,menstrual cramps,dizziness,allergy,malaise,skin allergy,cough","['beed', 'baels', 'baels', 'beed', 'bshm', 'bsba', 'beed', 'bsit', 'bse', 'beed', 'bscrim', 'bshm', 'bslm', 'beed', 'bsentrep', 'beed', 'bslm', 'bsemc', 'beed', 'bsentrep', 'bscs', 'bat', 'bsentrep', 'bsemc', 'bsemc']",19.565217391304348,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Male']",2024-08-19,2024-08-22,25.0,3.0,5.0,4.0,1.0,16.0,25.0,0.0,0.0,27.23,33.51,23.31,85.58,83.3,4.71,245565.3,11.69,17.2,35.61,176.29,3.56,0.0,good,10.2,23.303434,True,True,True,False,False,3
2024-W34,2024-08-26,prelim,"dysmenorrhea,dysmenorrhea,malaise,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough","['bsentrep', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim']",19.5,"['Female', 'Female', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female']",2024-08-25,2024-08-28,36.0,2.0,0.0,1.0,1.0,65.0,36.0,0.0,0.0,27.14,33.41,23.31,88.01,87.7,4.04,248647.45,10.59,15.5,43.04,177.31,3.23,0.0,good,10.099999999999998,23.885914000000003,True,True,True,False,False,3
2024-W35,2024-09-02,prelim,,[],20.0,[],2024-09-02,2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08,33.51,23.56,87.79,111.8,7.65,175361.79,6.76,9.84,37.27,198.15,3.24,0.0,good,9.95,23.773532,True,True,True,False,False,3
2024-W36,2024-09-09,prelim,"cough,hyperventilation,cold,dizziness,stomach ache,dysmenorrhea,hyperacidity,infection,headache,infection,body pain,headache,hyperventilation,runny nose,infection,infection,asthma,dizziness,hyperacidity","['bse', 'bsit', 'bse', 'bscrim', 'bsemc', 'bsba', 'bse', 'bscrim', 'baels', 'bslm', 'bse', 'bse', 'bse', 'bse', 'bsais', 'bsais', 'beed']",19.8,"['Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female']",2024-09-09,2024-09-13,19.0,4.0,2.0,3.0,1.0,9.0,17.0,0.0,0.0,26.19,33.06,23.06,90.44,117.8,4.39,183661.2,7.32,10.73,40.02,190.42,3.09,0.0,good,10.000000000000004,23.686236,True,True,True,False,False,3
2024-W37,2024-09-16,prelim,"headache,cold,dysmenorrhea,cough,skin allergy,body pain","['bapos', 'bsma', 'baels']",20.5,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female']",2024-09-16,2024-09-16,6.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,26.02,32.76,23.56,91.32,124.1,4.94,93992.85,9.42,13.62,36.42,199.36,3.84,0.0,good,9.2,23.761463999999997,True,True,True,False,False,3
2024-W38,2024-09-23,prelim,cold,['bsentrep'],18.0,['Male'],2024-09-28,2024-09-28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.36,33.06,23.31,85.43,39.5,4.52,178701.84,11.12,16.28,37.14,221.4,4.73,0.0,good,9.750000000000004,23.373648000000003,True,True,True,False,False,3
2024-W39,2024-09-30,prelim,"cramps,headache,cold,allergy,headache,headache","['bat', 'bscrim', 'bscrim', 'bscrim', 'bse', 'bsitautotech']",20.166666666666668,"['Female', 'Female', 'Female', 'Female', 'Male', 'Female']",2024-09-30,2024-10-02,6.0,1.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,26.96,32.76,22.76,83.11,51.3,7.72,162062.75,8.29,12.37,40.19,194.54,3.36,0.0,good,9.999999999999996,22.406456,True,True,True,False,False,3
2024-W40,2024-10-07,prelim,"anxiety,cough,cold,stitches,dizziness,cold,cough,cold,cough,headache,stomach ache,cough,cough,lbm,malaise,sprain,skin allergy,cold,fever,muscle strain,headache","['bshm', 'bsit', 'bscrim', 'bat', 'bstm', 'bped', 'bsitautotech', 'bsentrep', 'bsit', 'baels', 'bscrim', 'bsba', 'bsit', 'bsma', 'bsma', 'bslm', 'bat', 'bsit', 'bsitautotech']",19.0,"['Male', 'Male', 'Male', 'Male', 'Female', 'Male', 'Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female', 'Female', 'Male', 'Male', 'Male']",2024-10-07,2024-10-09,19.0,2.0,2.0,2.0,2.0,13.0,19.0,0.0,0.0,25.79,31.41,22.91,89.92,137.1,3.84,204219.3,7.75,11.45,39.99,164.11,3.12,0.0,good,8.5,23.190368,True,False,True,False,False,2
2024-W41,2024-10-14,prelim,"stomach ache,headache,cold,headache,headache,cough,cough,headache,body pain,cough,cough,cough,dysmenorrhea,cough,cough,itchy throat,cough,headache,infection,cough,cold,lbm,lbm,fever,lbm,dizziness,muscle strain","['bshm', 'beed', 'beed', 'bse', 'bsentrep', 'bshm', 'bslm', 'bse', 'bsentrep', 'bsentrep', 'beed', 'bsitautotech', 'beed', 'beed', 'beed', 'bse', 'bapos', 'bshm', 'bscrim', 'bscrim', 'bat', 'bsit', 'bsba', 'bslm', 'bsit', 'bslm', 'bscrim']",19.2,"['Male', 'Male', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Male', 'Male', 'Male', 'Female', 'Female']",2024-10-14,2024-10-19,27.0,3.0,2.0,4.0,2.0,16.0,27.0,0.0,0.0,26.37,31.91,22.26,86.51,55.0,5.27,242167.38,8.36,12.65,46.16,196.86,3.88,0.0,good,9.649999999999999,22.812687000000004,True,False,True,False,False,2
2024-W42,2024-10-21,prelim,"dizziness,cough,hyperacidity,wound,infection,fever,lbm,hyperacidity,hyperacidity,hyperacidity,headache,cold","['bscs', 'bapos', 'beed', 'others', 'bslm', 'others', 'bscs', 'beed', 'bscrim', 'beed', 'bapos', 'bscrim']",19.454545454545453,"['Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male']",2024-10-21,2024-10-22,12.0,2.0,2.0,1.0,2.0,5.0,10.0,0.0,2.0,26.53,31.81,22.41,84.51,221.8,12.11,187065.45,6.39,10.15,49.52,170.44,2.21,0.0,good,9.399999999999999,22.420503000000004,True,False,True,False,False,2
2024-W43,2024-10-28,prelim,,[],20.0,[],2024-10-28,2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,33.41,22.71,81.41,7.2,7.86,181248.13,7.27,11.06,51.28,208.95,3.14,0.0,good,10.699999999999996,22.013263999999996,False,True,True,False,False,2
2024-W44,2024-11-04,midterm,,[],20.0,[],2024-11-04,2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.29,31.91,22.51,82.3,88.2,11.31,196055.15,6.31,9.62,48.19,155.09,2.4,0.0,good,9.399999999999999,21.63667,True,False,True,False,False,2
2024-W45,2024-11-11,midterm,,[],20.0,[],2024-11-11,2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.13,32.31,22.81,85.93,281.1,12.83,151954.18,12.38,14.34,38.69,138.3,5.44,0.0,good,9.500000000000004,22.453509,True,True,True,False,False,3
2024-W46,2024-11-18,midterm,,[],20.0,[],2024-11-18,2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,30.81,22.51,86.2,35.1,5.49,233568.46,11.99,12.95,36.02,133.81,7.68,0.0,good,8.299999999999997,22.2396,True,False,True,False,False,2
2024-W47,2024-11-25,midterm,stomach ache,['bscrim'],20.0,['Female'],2024-11-27,2024-11-27,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.49,29.91,22.11,86.68,89.4,9.17,145824.72,6.52,7.16,52.09,185.23,4.13,0.0,good,7.800000000000001,21.227932,True,False,True,False,False,2
2024-W48,2024-12-02,midterm,,[],20.0,[],2024-12-02,2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.72,29.36,22.36,91.24,261.3,8.76,80423.53,10.7,11.76,46.11,168.24,5.76,0.0,good,7.0,22.554527999999998,True,False,True,False,False,2
2024-W49,2024-12-09,midterm,"stomach ache,muscle strain,stomach ache,cold,cold,cough,infection,hyperacidity","['bsitelectech', 'bscrim', 'bscrim', 'bscs', 'bscrim', 'bscrim', 'bscrim', 'bscrim']",18.375,"['Male', 'Male', 'Female', 'Male', 'Male', 'Male', 'Female', 'Female']",2024-12-14,2024-12-14,8.0,2.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,24.77,29.66,22.01,85.72,30.4,8.74,167981.51,12.27,14.04,52.87,190.83,5.97,0.0,good,7.649999999999999,21.232844,True,False,True,False,False,2
2024-W50,2024-12-16,midterm,,[],20.0,[],2024-12-16,2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73,27.96,20.86,84.84,31.6,8.86,170259.9,10.05,11.23,58.16,218.77,5.25,0.0,good,7.100000000000001,20.132532,True,False,True,False,False,2
2024-W51,2024-12-23,midterm,,[],20.0,[],2024-12-23,2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,28.11,21.21,88.96,93.3,9.91,94272.91,11.98,13.43,47.07,182.23,6.92,0.0,good,6.899999999999999,20.99456,True,False,True,False,False,2
2024-W52,2024-12-30,midterm,,[],20.0,[],2024-12-30,2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,28.76,21.61,90.45,22.4,5.23,83654.62,11.97,12.77,51.0,238.97,7.84,0.0,good,7.150000000000002,21.8889,True,False,True,False,False,2
2025-W01,2025-01-06,midterm,,[],20.0,[],2025-01-06,2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59,27.66,19.36,87.27,33.5,9.57,106905.64,11.61,13.33,59.67,204.12,5.86,0.0,good,8.3,19.714292999999998,True,False,True,False,False,2
2025-W02,2025-01-13,midterm,,[],20.0,[],2025-01-13,2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,28.56,20.01,87.84,22.9,9.64,118589.11,10.43,11.3,55.35,213.11,6.47,0.0,good,8.549999999999997,20.089008000000003,True,False,True,False,False,2
2025-W03,2025-01-20,midterm,,[],20.0,[],2025-01-20,2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,29.56,20.11,84.75,10.0,7.32,220957.69,15.05,17.27,53.02,173.99,7.16,0.0,moderate,9.45,20.5095,False,False,True,False,False,1
2025-W04,2025-01-27,midterm,,[],20.0,[],2025-01-27,2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,29.76,19.36,86.48,15.3,9.05,131004.31,10.39,11.36,58.27,210.73,5.92,0.0,good,10.400000000000002,19.354224,True,False,True,False,False,2
2025-W05,2025-02-03,finals,,[],20.0,[],2025-02-03,2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,28.26,19.96,87.45,30.2,10.47,96687.48,13.46,14.89,53.56,221.31,6.53,0.0,moderate,8.3,19.71123,True,False,True,False,False,2
2025-W06,2025-02-10,finals,,[],20.0,[],2025-02-10,2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,29.11,19.36,91.01,127.5,5.42,128848.26,13.43,14.37,46.72,213.95,8.33,0.0,good,9.75,21.614875,True,False,True,False,False,2
2025-W07,2025-02-17,finals,,[],20.0,[],2025-02-17,2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42,28.01,21.06,87.58,42.7,8.88,140081.03,12.71,13.99,53.86,207.58,6.67,0.0,good,6.950000000000003,20.511236000000004,True,False,True,False,False,2
2025-W08,2025-02-24,finals,,[],20.0,[],2025-02-24,2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,30.36,18.56,83.99,18.1,8.02,229288.92,15.62,18.33,65.42,218.29,6.66,0.0,moderate,11.8,19.838438,True,False,True,False,False,2
2025-W09,2025-03-03,finals,,[],20.0,[],2025-03-03,2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,31.26,21.61,86.66,126.0,6.48,206023.85,15.86,17.51,47.71,178.73,8.42,0.0,moderate,9.650000000000002,21.621669999999998,True,False,True,False,False,2
2025-W10,2025-03-10,finals,,[],20.0,[],2025-03-10,2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,31.01,19.06,82.02,25.0,5.72,282501.45,20.84,23.18,47.46,191.04,11.04,0.29,moderate,11.950000000000003,20.71005,True,False,True,False,False,2
2025-W11,2025-03-17,finals,,[],20.0,[],2025-03-17,2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,28.56,19.16,82.06,61.5,8.35,224781.67,15.37,17.71,67.12,220.24,5.76,0.0,moderate,9.399999999999999,19.087156,True,False,True,False,False,2
2025-W12,2025-03-24,finals,,[],20.0,[],2025-03-24,2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,32.26,18.41,81.74,22.3,5.33,266952.74,27.26,30.82,50.02,183.44,12.34,0.57,unhealthy_sensitive,13.849999999999998,21.375009999999996,True,True,True,True,False,3
2025-W13,2025-03-31,finals,,[],20.0,[],2025-03-31,2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,32.41,22.31,85.38,40.1,5.33,253220.74,23.32,25.49,57.55,194.23,9.11,0.29,moderate,10.099999999999998,22.07073,True,True,True,False,False,3
2025-W14,2025-04-07,finals,,[],20.0,[],2025-04-07,2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49,34.16,22.86,79.86,16.6,4.72,280215.71,25.03,26.34,51.8,195.6,9.39,0.29,moderate,11.299999999999997,21.953514,True,True,False,True,False,2
2025-W15,2025-04-14,finals,,[],20.0,[],2025-04-14,2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.69,33.61,22.26,78.25,29.2,4.87,282822.59,31.39,32.54,53.89,198.58,12.57,0.86,unhealthy_sensitive,11.349999999999998,21.667425,True,True,False,True,False,2
2025-W16,2025-04-21,finals,,[],20.0,[],2025-04-21,2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58,34.21,22.31,72.9,1.5,5.02,293801.23,30.66,31.72,55.91,172.59,12.99,0.71,unhealthy_sensitive,11.900000000000002,20.83482,False,True,False,True,False,1
2025-W17,2025-04-28,finals,,[],20.0,[],2025-04-28,2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.03,34.71,21.86,77.19,31.3,4.93,277698.36,31.11,32.33,51.24,162.27,12.86,0.86,unhealthy_sensitive,12.850000000000001,21.636357,True,True,False,True,False,2
2025-W18,2025-05-05,break,,[],20.0,[],2025-05-05,2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,33.71,23.86,82.83,46.4,4.4,252928.35,30.36,31.24,42.3,177.31,13.86,0.86,unhealthy_sensitive,9.850000000000001,22.985325,True,True,True,True,False,3
2025-W19,2025-05-12,break,hyperacidity,['bscrim'],20.0,['Female'],2025-05-13,2025-05-13,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.42,33.66,23.16,82.02,57.3,4.23,266383.64,28.43,29.24,55.33,181.04,11.46,0.86,unhealthy_sensitive,10.499999999999996,22.489884,True,True,True,True,False,3
2025-W20,2025-05-19,break,"hyperacidity,hyperacidity","['bsba', 'bse']",19.5,"['Female', 'Female']",2025-05-23,2025-05-23,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,28.82,34.56,23.21,74.76,11.5,5.1,295567.72,34.38,35.79,42.99,150.45,16.91,1.0,unhealthy_sensitive,11.350000000000001,21.545832,True,True,False,True,False,2
2025-W21,2025-05-26,break,"nosebleed,dysmenorrhea,dysmenorrhea,headache","['bshm', 'beed', 'baels', 'beed']",19.0,"['Female', 'Female', 'Female', 'Female']",2025-05-26,2025-05-26,4.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,27.65,34.31,23.66,82.87,53.1,4.38,219538.33,29.1,30.18,46.63,174.4,12.07,0.71,unhealthy_sensitive,10.650000000000002,22.913555,True,True,True,True,False,3
2025-W22,2025-06-02,break,"hypertension,headache,headache,headache,anxiety","['staff', 'bse', 'bsit', 'staff', 'bslm']",24.25,"['Male', 'Male', 'Male', 'Male', 'Male']",2025-06-02,2025-06-04,5.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,27.96,35.76,24.11,83.93,97.1,4.69,273930.21,26.06,27.22,57.49,159.85,9.57,0.43,moderate,11.649999999999999,23.466828000000003,True,True,True,True,False,3
2025-W23,2025-06-09,break,body pain,['staff'],40.0,['Female'],2025-06-10,2025-06-10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.65,34.11,24.36,83.37,53.5,5.77,206928.5,29.43,30.24,49.28,158.92,12.11,0.71,unhealthy_sensitive,9.75,23.051804999999998,True,True,True,True,False,3
2025-W24,2025-06-16,break,,[],20.0,[],2025-06-16,2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.38,33.51,23.56,84.44,58.1,3.92,216989.23,31.8,32.84,40.36,165.35,13.65,0.86,unhealthy_sensitive,9.95,23.119671999999998,True,True,True,True,False,3
2025-W25,2025-06-23,break,,[],20.0,[],2025-06-23,2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86,32.86,23.41,86.51,101.8,3.73,235224.2,30.34,31.17,46.33,159.14,12.2,0.71,unhealthy_sensitive,9.45,23.236586000000003,True,True,True,True,False,3
2025-W26,2025-06-30,break,epigastric pain,['bse'],20.0,['Female'],2025-07-02,2025-07-02,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.59,32.76,23.16,87.35,91.1,6.09,173051.65,30.18,30.85,45.94,174.71,12.47,1.0,unhealthy_sensitive,9.599999999999998,23.226364999999998,True,True,True,True,False,3
2025-W27,2025-07-07,break,"allergy,allergy","['bse', 'bstm']",20.0,"['Female', 'Female']",2025-07-07,2025-07-07,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,28.0,33.46,24.46,85.18,40.3,4.13,267977.74,24.41,25.89,48.94,170.34,9.86,0.57,unhealthy_sensitive,9.0,23.850400000000004,True,True,True,False,False,3
