dow,visits_lag1,visits_lag7,visits_rollmean7,resp_lag1,resp_rollmean7,digest_lag1,digest_rollmean7,temp,humidity,rainfall,pm2_5,visit_count
4,13.0,0.0,5.428571428571429,3.0,1.5714285714285714,1.0,0.14285714285714285,24.061666,82.94218,0.8,10.8,0.0
5,0.0,0.0,5.428571428571429,0.0,1.5714285714285714,0.0,0.14285714285714285,24.609587,82.82697,0.3,11.42,0.0
6,0.0,0.0,5.428571428571429,0.0,1.5714285714285714,0.0,0.14285714285714285,24.207499,87.172356,2.3000002,10.17,0.0
0,0.0,1.0,6.857142857142857,0.0,1.8571428571428572,0.0,0.14285714285714285,23.188751,84.66777,1.5000001,6.85,11.0
1,11.0,10.0,6.285714285714286,3.0,1.8571428571428572,0.0,0.14285714285714285,21.961668,80.83773,3.8999999,4.39,6.0
2,6.0,14.0,4.285714285714286,3.0,1.2857142857142858,0.0,0.14285714285714285,21.359587,81.21395,2.7999997,4.61,0.0
3,0.0,13.0,4.0,0.0,1.0,0.0,0.2857142857142857,21.555418,75.74108,1.3000001,7.71,11.0
4,11.0,0.0,4.0,1.0,1.0,2.0,0.2857142857142857,21.432503,78.13175,1.1,13.23,0.0
5,0.0,0.0,4.0,0.0,1.0,0.0,0.2857142857142857,21.888748,77.21325,0.6,15.68,0.0
6,0.0,0.0,4.0,0.0,1.0,0.0,0.2857142857142857,21.928337,78.881805,0.8,11.48,0.0
0,0.0,11.0,4.285714285714286,0.0,1.2857142857142858,0.0,0.5714285714285714,22.1825,79.899864,0.90000004,10.8,13.0
1,13.0,6.0,4.285714285714286,5.0,1.0,2.0,0.8571428571428571,23.403336,79.24703,1.0,12.16,6.0
2,6.0,0.0,4.428571428571429,1.0,1.1428571428571428,2.0,0.8571428571428571,24.199165,78.40416,0.4,11.36,1.0
3,1.0,11.0,2.857142857142857,1.0,1.0,0.0,0.5714285714285714,24.753336,80.00878,0.9000001,11.87,0.0
4,0.0,0.0,2.857142857142857,0.0,1.0,0.0,0.5714285714285714,25.055414,80.66546,1.2,10.4,0.0
5,0.0,0.0,2.857142857142857,0.0,1.0,0.0,0.5714285714285714,25.353333,78.89419,0.0,8.48,0.0
6,0.0,0.0,2.857142857142857,0.0,1.0,0.0,0.5714285714285714,25.165833,80.22694,0.0,8.44,0.0
0,0.0,13.0,1.0,0.0,0.2857142857142857,0.0,0.2857142857142857,24.999168,77.4246,0.2,8.84,0.0
1,0.0,6.0,1.4285714285714286,0.0,0.42857142857142855,0.0,0.0,24.317915,77.29853,0.0,7.92,9.0
2,9.0,1.0,1.2857142857142858,2.0,0.2857142857142857,0.0,0.0,24.805414,76.15269,0.0,7.9,0.0
3,0.0,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,24.951254,79.59631,1.0,8.88,0.0
4,0.0,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,24.230421,75.43731,2.1,7.83,0.0
5,0.0,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,22.894999,81.04038,7.7999997,5.99,0.0
6,0.0,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,21.484583,81.40481,3.8999994,9.25,0.0
0,0.0,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.0,22.420004,78.9041,0.1,10.48,0.0
1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.817917,77.92649,0.3,15.77,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.103334,77.365776,0.4,16.47,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.055418,75.24464,0.3,11.85,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.740835,69.5665,0.1,8.49,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.015833,75.79016,0.3,8.1,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.349167,74.92286,0.0,10.08,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.222084,72.793175,0.0,9.39,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3575,72.76243,0.0,8.44,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76792,75.39892,0.0,11.88,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.928331,76.749596,0.9000001,11.42,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.095007,72.675644,0.70000005,10.46,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.949167,79.3964,3.3000002,7.2,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.413755,71.570274,0.8,7.7,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.867922,70.79525,1.3000001,7.18,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.447083,72.52004,0.8000001,8.9,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.742918,72.33547,0.0,10.88,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.747084,71.00162,0.0,13.1,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.836668,81.020966,8.7,13.35,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.415834,82.37122,1.5,13.15,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.730417,81.61361,0.0,7.91,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6575,75.90038,0.0,9.5,0.0
1,0.0,0.0,0.42857142857142855,0.0,0.7142857142857143,0.0,0.0,26.678331,74.85007,0.0,5.8,3.0
2,3.0,0.0,0.7142857142857143,5.0,1.0,0.0,0.0,26.753334,73.98353,0.1,8.55,2.0
3,2.0,0.0,0.7142857142857143,2.0,1.0,0.0,0.0,24.02625,87.861824,13.599999,14.67,0.0
4,0.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,23.195002,87.80891,7.7000003,14.5,0.0
5,0.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,24.42,74.3745,1.3000001,8.98,0.0
6,0.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,25.724169,69.42571,0.0,14.28,0.0
0,0.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,25.797087,79.8802,4.7,18.71,0.0
1,0.0,3.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,23.161667,84.94163,5.1999993,13.69,1.0
2,1.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0,25.144997,73.60728,0.3,12.78,0.0
3,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,25.978333,70.18412,1.0,16.09,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,26.265833,75.11863,1.1,16.61,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,26.501251,74.546875,0.4,13.0,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,26.499163,67.57931,0.8000001,13.2,0.0
0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,25.767914,70.40435,0.0,16.65,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.363752,82.13391,12.300001,13.64,0.0
2,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,23.795004,77.70286,1.7000002,10.29,1.0
3,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,25.53042,70.26853,0.1,14.18,2.0
4,2.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,25.534586,77.88447,1.2,15.9,0.0
5,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,26.580414,74.16689,0.0,14.21,0.0
6,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,27.232504,71.87681,0.0,11.96,0.0
0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,27.482504,71.8632,0.0,11.87,0.0
1,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,26.228334,88.449005,23.2,9.9,0.0
2,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,27.01375,85.535675,10.199999,6.11,0.0
3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.394997,80.7386,0.5,6.17,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3575,72.411354,0.0,8.49,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.615835,65.868484,0.0,9.13,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.670006,66.88447,0.0,5.8,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.365835,67.125114,0.0,9.03,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.849167,69.45098,0.0,5.59,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.292921,68.69715,0.0,6.45,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.442919,66.49245,0.0,7.3,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.949167,69.51813,0.7,9.99,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.409586,68.059425,0.0,10.65,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16375,66.42214,0.0,9.65,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.380417,65.84469,0.0,7.9,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.297087,72.01972,3.6,12.21,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.359583,71.7213,0.8000001,15.87,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.159586,63.50876,0.0,15.71,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.295,60.96809,0.0,10.47,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.249166,61.325413,0.0,6.75,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.770002,58.70846,0.0,5.4,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.936668,64.67982,0.0,5.76,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.70125,63.547962,0.0,7.85,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.301249,60.199493,0.0,6.75,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.21375,59.489544,0.0,10.08,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.426249,59.531082,0.0,16.84,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.08458,60.966846,0.0,6.56,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.367918,62.208447,0.0,8.7,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5575,62.013172,0.0,6.99,0.0
1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,28.972086,75.925316,13.9,8.44,1.0
2,1.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,29.786667,72.22025,0.1,10.82,3.0
3,3.0,0.0,0.7142857142857143,1.0,0.14285714285714285,0.0,0.0,30.199167,68.454384,0.0,9.02,1.0
4,1.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,31.076248,62.703094,0.0,8.63,0.0
5,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,29.920004,73.38055,7.8,7.61,0.0
6,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,30.724169,68.86751,0.0,8.62,0.0
0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0,31.349167,57.424088,0.0,10.33,0.0
1,0.0,1.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,30.717913,60.49637,0.0,6.46,0.0
2,0.0,3.0,0.14285714285714285,0.0,0.0,0.0,0.0,30.911669,59.570206,0.0,6.17,0.0
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.890833,58.94238,0.0,8.39,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.755417,59.06992,0.0,7.4,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.20125,57.97903,0.0,5.98,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,31.420004,58.184204,0.0,5.55,1.0
0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,30.938751,60.834408,1.0,7.35,0.0
1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,30.957499,58.730274,1.4,7.28,0.0
2,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,27.942917,78.83301,8.1,7.12,0.0
3,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,28.242918,73.69866,1.5,7.21,2.0
4,2.0,0.0,0.5714285714285714,1.0,0.2857142857142857,0.0,0.0,27.23667,83.1817,24.5,6.82,1.0
5,1.0,0.0,0.5714285714285714,1.0,0.2857142857142857,0.0,0.0,29.390837,72.69903,0.0,10.71,0.0
6,0.0,1.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,29.24917,75.7618,12.4,7.6,0.0
0,0.0,0.0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,27.890833,82.613335,7.4999995,10.53,3.0
1,3.0,0.0,0.8571428571428571,2.0,0.5714285714285714,0.0,0.0,27.851248,83.576744,12.5,12.06,0.0
2,0.0,0.0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,26.50958,87.41149,8.2,8.77,0.0
3,0.0,2.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,26.757502,87.110725,23.2,3.77,0.0
4,0.0,1.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,27.324167,83.33201,0.6,4.25,0.0
5,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,27.009588,88.9191,14.6,6.17,0.0
6,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,27.394997,87.13012,26.4,10.02,0.0
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.934586,84.52307,2.6,10.38,0.0
1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,28.651253,80.06812,2.8,9.73,1.0
2,1.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,29.922081,71.05087,0.1,7.3,2.0
3,2.0,0.0,0.42857142857142855,3.0,0.42857142857142855,0.0,0.0,28.722086,80.06641,4.5,6.85,0.0
4,0.0,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.0,29.565832,74.677666,1.5,8.77,2.0
5,2.0,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.0,26.67,93.9542,28.300001,9.36,0.0
6,0.0,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.0,27.380419,90.187706,18.999998,5.34,0.0
0,0.0,0.0,1.7142857142857142,0.0,0.7142857142857143,0.0,0.14285714285714285,28.055414,83.02235,0.2,8.09,7.0
1,7.0,1.0,2.0,2.0,0.8571428571428571,1.0,0.14285714285714285,28.324167,86.31052,23.500002,12.92,3.0
2,3.0,2.0,2.0,1.0,0.5714285714285714,0.0,0.42857142857142855,29.36583,76.24698,1.3000001,10.82,2.0
3,2.0,0.0,3.142857142857143,1.0,0.7142857142857143,2.0,0.8571428571428571,30.038752,72.33812,0.6,10.68,8.0
4,8.0,2.0,3.0,1.0,0.7142857142857143,3.0,0.8571428571428571,29.905416,74.35409,3.0999997,11.51,1.0
5,1.0,0.0,3.0,0.0,0.7142857142857143,0.0,0.8571428571428571,28.853338,83.32681,13.099999,14.42,0.0
6,0.0,0.0,3.0,0.0,0.7142857142857143,0.0,0.8571428571428571,28.907501,83.053535,10.099999,9.05,0.0
0,0.0,7.0,3.142857142857143,0.0,0.7142857142857143,0.0,1.0,27.242918,89.39746,21.500002,9.73,8.0
1,8.0,3.0,3.5714285714285716,2.0,0.7142857142857143,2.0,1.0,27.101244,89.315834,19.100002,12.03,6.0
2,6.0,2.0,4.714285714285714,1.0,0.7142857142857143,0.0,1.0,27.140837,85.56988,5.8999996,10.04,10.0
3,10.0,8.0,3.5714285714285716,1.0,0.5714285714285714,2.0,0.5714285714285714,26.91375,86.44986,5.1000004,9.42,0.0
4,0.0,1.0,3.5714285714285716,0.0,0.5714285714285714,0.0,0.7142857142857143,27.028336,87.26064,7.4,8.68,1.0
5,1.0,0.0,3.5714285714285716,0.0,0.5714285714285714,1.0,0.7142857142857143,28.003334,84.764565,15.7,14.21,0.0
6,0.0,0.0,3.5714285714285716,0.0,0.5714285714285714,0.0,0.7142857142857143,27.284582,86.1679,10.2,15.97,0.0
0,0.0,8.0,3.5714285714285716,0.0,0.2857142857142857,0.0,0.7142857142857143,28.24292,82.97633,0.6,14.21,8.0
1,8.0,6.0,2.857142857142857,0.0,0.14285714285714285,2.0,0.7142857142857143,28.91375,81.95534,14.3,14.44,1.0
2,1.0,10.0,1.5714285714285714,0.0,0.0,0.0,0.42857142857142855,28.447083,82.60403,2.0,9.83,1.0
3,1.0,0.0,2.5714285714285716,0.0,0.14285714285714285,0.0,0.5714285714285714,28.995003,81.29319,6.5,16.82,7.0
4,7.0,1.0,2.4285714285714284,1.0,0.14285714285714285,1.0,0.42857142857142855,29.086664,78.10288,3.7,22.52,0.0
5,0.0,0.0,2.4285714285714284,0.0,0.14285714285714285,0.0,0.42857142857142855,28.295,82.90335,7.5,20.58,0.0
6,0.0,0.0,2.4285714285714284,0.0,0.14285714285714285,0.0,0.42857142857142855,27.863747,84.76439,2.6,8.95,0.0
0,0.0,8.0,1.2857142857142858,0.0,0.14285714285714285,0.0,0.14285714285714285,27.680414,86.26815,16.6,8.48,0.0
1,0.0,1.0,1.5714285714285714,0.0,0.5714285714285714,0.0,0.14285714285714285,27.063751,87.70652,16.7,7.33,3.0
2,3.0,1.0,1.4285714285714286,3.0,0.5714285714285714,0.0,0.14285714285714285,28.274164,83.00681,2.9,7.18,0.0
3,0.0,7.0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.14285714285714285,29.222082,77.705284,2.5,8.22,2.0
4,2.0,0.0,0.7142857142857143,1.0,0.5714285714285714,1.0,0.14285714285714285,29.93458,69.90264,0.1,7.36,0.0
5,0.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.14285714285714285,28.195,82.32956,19.499998,6.72,0.0
6,0.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.14285714285714285,27.309586,85.792145,5.1,10.01,0.0
0,0.0,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.14285714285714285,27.978334,82.44644,0.6,9.19,0.0
1,0.0,3.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,27.167917,86.4011,11.300001,6.83,0.0
2,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,27.67417,84.98367,6.3999996,6.35,0.0
3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.519997,80.61362,5.0,6.2,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.805414,78.72139,0.5,7.06,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.567915,84.008446,7.3,8.88,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.703337,82.899315,3.2,9.38,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1575,84.47285,6.5,6.43,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6825,79.045876,0.3,7.26,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.815832,83.72742,8.299999,10.08,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53042,85.13373,6.4999995,9.98,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.90959,82.35199,3.8000002,7.13,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.205416,85.49798,6.7,8.28,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.29917,84.44507,23.400002,6.58,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.747086,88.99911,11.9,7.56,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.803335,82.90824,21.5,8.5,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.040834,82.25887,9.7,6.98,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.326254,84.034294,14.4,6.12,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.20542,86.45609,10.2,7.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.686668,86.4947,2.5,6.76,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.624166,83.20917,2.6999998,4.84,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.347086,78.37714,0.5,5.97,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,90.34781,11.400001,9.02,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.12417,85.35449,4.1,7.77,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.249166,80.66204,5.799999,6.32,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33875,81.8722,17.3,5.95,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.465834,94.73568,11.7,6.42,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.219995,93.55746,16.600002,10.41,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.222086,96.58563,23.6,9.15,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.934584,83.59133,14.499999,5.08,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.528336,68.60256,0.0,2.98,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03875,67.2554,0.0,2.36,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.059586,79.80182,15.5,4.85,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.463747,90.07865,38.6,9.24,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6825,87.7432,18.400002,11.22,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9325,86.82761,25.6,11.57,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.811668,87.6836,5.2,7.77,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.911667,87.52363,5.7,9.71,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.074173,86.50098,8.799999,9.72,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.159582,82.85178,2.8000002,7.11,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.832504,86.80826,22.2,5.55,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.563751,87.762276,9.300001,8.62,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.336664,81.854965,0.4,12.29,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.342916,81.40033,6.9,8.77,0.0
2,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,27.888748,85.72736,14.4,7.18,1.0
3,1.0,0.0,0.14285714285714285,1.0,0.14285714285714285,0.0,0.0,28.159582,83.672966,3.3,9.42,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,27.759584,85.18648,13.5,8.68,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,28.222082,80.775314,2.0,8.44,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,28.301247,81.51952,8.400001,9.1,0.0
0,0.0,0.0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,27.682508,86.16749,16.6,9.71,5.0
1,5.0,0.0,1.4285714285714286,1.0,0.42857142857142855,0.0,0.14285714285714285,27.734583,86.37811,19.699997,6.36,4.0
2,4.0,1.0,2.0,1.0,0.5714285714285714,1.0,0.2857142857142857,27.661667,87.16975,36.8,7.8,5.0
3,5.0,0.0,2.7142857142857144,2.0,1.0,1.0,0.42857142857142855,27.572083,86.7124,10.4,5.62,5.0
4,5.0,0.0,2.7142857142857144,3.0,1.0,1.0,0.42857142857142855,27.386671,87.97351,5.7,6.8,0.0
5,0.0,0.0,2.7142857142857144,0.0,1.0,0.0,0.42857142857142855,28.440832,83.66063,10.8,13.04,0.0
6,0.0,0.0,2.7142857142857144,0.0,1.0,0.0,0.42857142857142855,27.565834,85.5389,10.0,17.25,0.0
0,0.0,5.0,3.142857142857143,0.0,1.1428571428571428,0.0,0.8571428571428571,27.617918,84.876595,17.4,19.15,8.0
1,8.0,4.0,4.142857142857143,2.0,1.2857142857142858,3.0,1.2857142857142858,27.184586,85.75457,14.3,11.7,11.0
2,11.0,5.0,4.0,2.0,1.1428571428571428,4.0,1.1428571428571428,27.644999,83.262955,1.4,7.89,4.0
3,4.0,5.0,3.5714285714285716,1.0,0.7142857142857143,0.0,1.0,27.06375,85.53013,5.9,6.48,2.0
4,2.0,0.0,3.5714285714285716,0.0,0.7142857142857143,0.0,1.0,27.186668,85.5216,10.1,9.88,0.0
5,0.0,0.0,3.5714285714285716,0.0,0.7142857142857143,0.0,1.0,26.322084,88.6083,24.199999,9.46,0.0
6,0.0,0.0,8.428571428571429,0.0,1.0,0.0,1.0,26.605417,86.371315,13.3,8.99,34.0
0,34.0,8.0,7.285714285714286,2.0,0.7142857142857143,0.0,0.5714285714285714,27.142916,86.039825,18.5,8.1,0.0
1,0.0,11.0,5.714285714285714,0.0,0.42857142857142855,0.0,0.0,26.361666,90.57563,12.6,9.42,0.0
2,0.0,4.0,5.428571428571429,0.0,0.2857142857142857,0.0,0.0,27.078337,88.58781,7.2,12.15,2.0
3,2.0,2.0,5.142857142857143,0.0,0.2857142857142857,0.0,0.0,27.217918,89.5572,10.200001,12.37,0.0
4,0.0,0.0,5.142857142857143,0.0,0.2857142857142857,0.0,0.0,28.172081,87.059425,7.6,13.23,0.0
5,0.0,0.0,5.142857142857143,0.0,0.2857142857142857,0.0,0.0,27.395002,87.879944,18.300001,9.85,0.0
6,0.0,34.0,0.2857142857142857,0.0,0.0,0.0,0.0,25.492918,94.526955,72.1,10.4,0.0
0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,28.472084,74.78086,0.4,6.65,0.0
1,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,27.542917,84.79626,6.7999997,2.82,0.0
2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.534586,92.861824,2.3999999,4.6,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.578333,86.08621,8.5,5.66,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.970001,90.96862,14.700001,7.15,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.938753,90.51035,6.8999996,10.02,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.62417,87.767876,4.7999997,9.61,0.0
0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,26.686668,85.56552,10.8,10.4,2.0
1,2.0,0.0,0.2857142857142857,1.0,0.14285714285714285,0.0,0.0,26.578337,88.663445,12.7,7.48,0.0
2,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.2857142857142857,26.209585,91.29771,22.2,5.62,5.0
3,5.0,0.0,2.0,2.0,0.7142857142857143,2.0,0.2857142857142857,25.734587,92.27895,20.500002,6.6,7.0
4,7.0,0.0,2.7142857142857144,2.0,0.8571428571428571,0.0,0.42857142857142855,25.974167,92.57006,29.099998,5.32,5.0
