dow,visits_lag1,visits_lag7,visits_rollmean7,resp_lag1,resp_rollmean7,digest_lag1,digest_rollmean7,temp,humidity,rainfall,pm2_5,visit_count
4,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,29.682497,64.146454,0.0,10.28,0.0
5,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,30.30542,59.06961,0.0,6.94,0.0
6,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,28.167917,75.22874,6.9999995,7.22,0.0
0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,26.759583,84.477295,23.000002,11.26,0.0
1,0.0,4.0,0.14285714285714285,0.0,0.0,0.0,0.0,26.30542,86.66268,15.899999,10.3,0.0
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.824163,84.5505,5.7000003,7.42,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.484581,81.51115,13.6,8.16,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.83875,81.51147,4.3999996,10.14,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23667,80.44895,4.1,9.68,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.159582,80.80982,1.7,12.38,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46375,80.89309,0.1,13.26,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.324165,84.34187,11.9,12.52,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.503334,86.11318,20.0,16.28,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.40125,83.163994,4.9,17.72,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.474167,83.177895,1.8000001,8.15,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36792,79.134605,4.4,15.59,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.978333,83.69359,16.6,15.4,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.90542,84.45222,9.9,18.74,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.945002,83.27413,8.1,23.36,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.061666,84.16677,13.1,21.58,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.190834,81.81335,1.0,8.69,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.811668,71.93274,0.6,8.73,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.99083,70.08473,2.4,11.76,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.455416,73.55037,0.5,6.83,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.332504,68.22231,0.0,6.55,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.722084,63.67277,0.0,7.13,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87625,68.58042,3.1000001,8.27,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.217916,74.51559,10.8,9.25,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.74292,83.46127,17.5,10.48,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.490835,87.633385,21.7,12.44,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.244997,86.07925,15.400001,9.82,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.034586,88.09347,19.999998,9.09,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.388748,83.294685,7.6999993,8.74,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.361666,81.28515,4.7,7.99,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.680418,85.22325,15.499999,9.88,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.232504,85.468666,12.6,7.5,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.336668,82.15606,0.0,8.06,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.51375,76.477135,1.7,9.86,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.413748,72.490486,0.0,5.22,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.561666,73.70579,3.1999998,5.42,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.203333,84.20544,9.0,7.71,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.907501,84.34001,12.3,14.11,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07625,76.3327,0.5,13.68,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.947084,73.73617,1.1,7.69,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.942917,73.8889,0.3,7.01,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.663752,77.95674,0.2,10.11,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.917917,75.52023,11.5,12.46,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.082499,79.38054,14.8,7.37,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.745,70.513504,0.0,10.8,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.965834,71.12775,1.1,8.26,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14292,85.9719,19.800003,8.16,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.617918,89.075294,11.799999,6.18,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.476255,93.73475,25.099997,6.57,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.540834,89.315025,8.6,9.15,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.970001,89.135826,22.1,5.28,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.022087,83.4643,21.1,8.99,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.303339,86.62856,7.7999997,8.32,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.947088,86.709236,5.0,8.56,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.961668,87.75626,3.8999999,9.8,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.820002,76.026146,0.0,13.08,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.33875,74.94286,0.0,9.47,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.261673,75.77765,5.7,7.3,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.095003,84.1429,5.8999996,7.43,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.805418,75.8048,0.3,9.55,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.799164,73.339424,0.3,8.75,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.884583,70.95862,0.3,8.08,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.851252,82.26736,13.1,7.86,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.132498,85.94598,24.6,9.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.667917,93.68926,70.99999,8.24,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.828331,88.20398,31.1,5.34,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.89917,76.09733,0.90000004,4.7,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.853333,79.86146,1.4000001,4.71,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.928335,75.03719,0.70000005,6.13,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.91375,82.85996,13.2,7.29,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.203333,87.560234,9.0,13.45,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.088747,84.93893,9.400001,14.02,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.376253,86.59368,8.599999,10.06,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.445,83.6453,12.2,8.62,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.644999,86.90824,18.8,7.79,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.130417,87.22921,6.6000004,6.66,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.599167,91.75082,46.700005,5.86,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.240835,78.01069,31.300001,3.66,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.255417,69.08956,0.2,1.16,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.31375,83.18732,7.7999997,1.81,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.082502,89.00564,42.2,4.37,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.515837,89.326416,16.600002,9.85,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.695002,89.54301,12.0,7.52,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.997086,89.746574,4.7999997,8.35,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.082499,83.59749,5.0,8.2,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.463753,76.25067,4.0,6.63,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.005419,67.34573,0.0,5.87,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.45125,73.10282,0.4,7.1,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.980415,70.75208,0.0,9.4,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.780416,70.3112,0.0,9.98,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.738754,72.466934,0.0,12.4,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.809587,75.38636,1.1,15.52,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15125,83.65823,17.999998,13.92,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.095001,82.6957,1.2,9.36,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.199165,80.843575,0.3,9.23,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.951256,78.68583,0.0,6.22,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82625,81.41631,0.90000004,9.92,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.601252,82.16329,1.0,8.65,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.409584,81.51322,1.2,10.01,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.62,84.08929,9.5,8.34,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.28875,85.94806,9.900001,9.81,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.497084,84.06688,8.6,9.15,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.605417,83.64283,14.999999,10.63,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.440832,88.66852,13.500001,11.84,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.755419,87.05418,16.1,8.33,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.255417,84.7675,9.499999,9.11,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25125,85.66926,3.9999998,10.43,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.361666,86.12101,0.1,10.94,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.420004,88.6751,15.9,12.34,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.517916,93.15736,43.699997,8.15,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.215836,86.62829,4.8999996,3.83,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61167,95.91335,15.0,6.22,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.749166,81.02458,5.0000005,7.05,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.755419,81.79951,0.5,5.71,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.230413,90.22595,18.7,6.42,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.159584,91.63694,7.899999,9.41,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.942915,87.433655,2.9999998,9.72,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54917,89.85962,2.0000002,8.53,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.328337,91.7458,13.6,9.55,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.136671,89.263336,19.300003,9.94,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.174166,87.62546,21.200003,8.01,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7325,87.4909,19.9,6.65,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,87.21051,13.6,8.6,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45542,88.42748,22.8,13.51,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.576248,87.07885,7.2000003,9.65,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.988749,90.64271,20.000002,10.01,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.442917,87.406525,10.599999,10.97,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.220001,83.36809,1.7,7.48,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.738749,87.957054,10.9,7.54,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.663752,89.40317,14.200001,14.56,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.469995,88.522606,8.799999,15.35,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.765837,87.39483,6.4999995,8.54,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.824167,87.13895,4.5999994,7.67,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.186663,86.82627,10.299999,8.14,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95125,86.96598,9.6,5.23,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.863749,91.80628,10.2,8.38,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.551252,94.19348,50.0,8.18,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.009584,89.36029,13.500001,3.76,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.490831,87.43517,9.800001,4.97,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43875,88.21917,14.200001,5.81,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.605415,91.108215,9.299999,6.69,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.445002,88.017784,4.0,6.85,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.313757,85.94442,3.4999995,7.6,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.247086,86.2893,7.1000004,10.21,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.930418,93.36991,28.3,9.9,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.490835,90.74444,38.299995,7.53,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,87.9346,0.0,7.35,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.240837,82.38507,0.0,10.72,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.359583,80.978065,0.0,11.54,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.361666,82.87206,3.7,13.67,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.597084,87.207726,31.1,12.26,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.972082,86.0626,3.3,8.62,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.090836,87.89618,3.9,8.18,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.865839,85.858,2.8,7.01,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694998,80.49973,0.5,4.8,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.563751,86.546936,11.0,7.24,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.709585,85.19869,6.2999997,4.78,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.632502,84.72273,3.3,5.7,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.284586,76.0108,0.1,8.08,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.213753,75.7974,0.2,7.29,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.149168,85.01079,4.8999996,10.38,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.515833,81.30323,2.0,9.83,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12208,88.22271,14.6,6.73,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.320002,87.4246,9.1,6.31,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58875,94.60767,22.7,6.61,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.740835,93.68142,45.5,4.92,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.978334,93.01557,16.3,4.43,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309586,91.31577,16.800001,4.89,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.511665,84.2991,0.90000004,3.81,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.770002,83.06043,1.3000001,5.17,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.738749,88.477135,1.4000001,7.64,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89917,79.64623,0.4,6.88,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.517914,71.86744,0.3,7.83,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.234583,81.69997,0.6,9.9,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.297083,76.49573,0.8000001,12.01,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52833,90.33939,17.5,11.69,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.453333,94.11505,18.8,9.91,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.417915,90.85324,8.3,3.41,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.074163,88.90868,7.6,4.11,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.074163,89.457115,1.4000001,6.34,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.10125,83.10031,0.0,5.6,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.980417,78.65049,2.0,6.31,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.722082,90.25967,5.6999993,7.18,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7575,90.592094,9.700001,5.25,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.813751,83.370094,0.6,6.62,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75958,81.348816,1.1000001,6.87,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.484583,85.270256,5.7,10.01,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.265833,87.779724,6.5999994,7.62,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.432497,91.30381,17.300001,5.9,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2325,81.528076,3.4999995,5.13,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.359587,83.21883,0.8000001,6.2,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.501251,80.55087,2.2000003,10.26,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.645002,87.59174,18.200003,7.06,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.336668,78.02114,2.3,10.52,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.215836,82.68084,1.8000001,17.46,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.095,83.42095,2.2999997,21.32,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.549166,83.38261,0.5,13.22,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.990835,88.49478,10.1,12.21,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.828331,88.10375,16.500002,10.12,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33875,80.82195,2.9,4.62,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.524168,86.703224,14.7,6.13,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.70125,85.508026,3.2999997,8.19,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.157501,90.48252,10.7,4.5,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.567917,91.51276,9.700002,5.57,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84292,91.92556,10.800003,5.07,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.553335,89.21458,16.600002,4.72,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13875,91.812805,11.599999,4.37,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.934584,91.82505,19.2,4.5,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.40125,86.67411,0.5,3.7,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.353334,88.89791,6.6,7.66,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.797087,87.34265,1.7,9.3,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.60125,86.0781,4.0,7.72,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.47,89.268105,4.4999995,5.59,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5575,82.02477,0.6,6.8,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.745,78.244286,0.5,6.52,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.622087,80.82192,0.4,10.05,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.322083,81.93884,0.8000001,8.94,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.303331,88.46041,3.7999997,8.65,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.613754,81.12878,2.6999998,7.05,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.524168,78.30629,0.8000001,7.22,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.930414,86.91522,7.9999995,9.9,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.490835,83.312416,3.7,9.24,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.642914,92.84258,23.300001,5.36,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.624166,91.469696,23.3,3.55,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.499166,86.05358,0.8000001,4.42,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.203331,87.40747,10.700001,7.9,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.247086,83.82966,4.3999996,3.78,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.215836,80.99846,2.2,2.95,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.628334,85.2805,5.7999997,3.24,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.749166,83.75707,10.6,3.72,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.745,86.16037,16.099998,2.99,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.811666,91.33161,14.799999,3.1,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.076248,85.106346,1.2,4.42,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.959585,87.50596,1.9,6.24,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.267916,93.21267,19.900002,6.63,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.713755,90.230385,3.7,5.59,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.903334,93.25666,15.6,5.52,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.820005,91.322945,4.4999995,3.78,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.024164,90.450645,5.8999996,4.55,0.0
2,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,23.524168,89.372925,13.0,5.36,1.0
3,1.0,0.0,0.14285714285714285,2.0,0.2857142857142857,0.0,0.0,23.720001,81.32329,1.0,4.49,0.0
4,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,24.282503,83.04562,2.3000002,9.31,1.0
5,1.0,0.0,0.2857142857142857,2.0,0.5714285714285714,0.0,0.0,23.905416,78.50302,2.4,11.9,0.0
6,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,23.638748,82.949165,0.6,10.91,0.0
0,0.0,0.0,3.142857142857143,0.0,1.0,0.0,0.2857142857142857,25.490831,84.75359,0.0,12.06,20.0
1,20.0,0.0,4.428571428571429,3.0,1.7142857142857142,2.0,0.42857142857142855,24.382502,83.701836,3.6999998,8.25,9.0
2,9.0,1.0,5.714285714285714,5.0,2.142857142857143,1.0,0.5714285714285714,22.353333,89.42536,16.2,7.53,10.0
3,10.0,0.0,7.857142857142857,5.0,2.7142857142857144,1.0,1.0,22.522085,81.784515,1.1,10.01,15.0
4,15.0,1.0,7.714285714285714,4.0,2.4285714285714284,3.0,1.0,22.803335,79.68725,1.5000001,11.48,0.0
5,0.0,0.0,7.714285714285714,0.0,2.4285714285714284,0.0,1.0,22.467918,80.94409,1.5000001,12.77,0.0
6,0.0,0.0,7.714285714285714,0.0,2.4285714285714284,0.0,1.0,22.255417,87.166046,5.799999,12.29,0.0
0,0.0,20.0,5.0,0.0,2.142857142857143,0.0,0.7142857142857143,21.95542,79.91401,1.9,10.79,1.0
1,1.0,9.0,5.142857142857143,1.0,1.8571428571428572,0.0,0.5714285714285714,21.634588,81.909836,1.3000001,10.65,10.0
2,10.0,10.0,5.714285714285714,3.0,1.7142857142857142,0.0,0.42857142857142855,22.407501,85.1355,1.9000001,13.42,14.0
3,14.0,15.0,5.428571428571429,4.0,1.5714285714285714,0.0,0.14285714285714285,24.324165,80.67696,0.2,10.63,13.0
